Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2014-12-21,10,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-20,13,Theft,3B50,Vacant Grocery Store or Supermarket,4400-4499,NORTH,FWY,-,1
2014-12-26,11,Theft,3B50,Restaurant or Cafeteria Parking Lot,UNK,CROSSTIMBERS,ST,-,1
2014-12-02,15,Theft,3B50,Grocery Store or Supermarket,4400-4499,NORTH,FWY,-,1
2014-12-01,21,Aggravated Assault,3B50,Residence or House,6800-6899,ROSWELL,-,-,1
2014-12-02,07,Theft,3B50,Body Shop,1200-1299,FIRNAT,-,-,1
2014-12-01,12,Burglary,3B50,Commercial Building,5300-5399,NORTH,FWY,-,1
2014-12-06,12,Robbery,3B50,Restaurant or Cafeteria Parking Lot,100-199,CROSSTIMBERS,-,E,1
2014-12-06,17,Theft,3B50,Grocery Store or Supermarket,4400-4499,NORTH,FWY,-,1
2014-12-03,01,Theft,3B50,Restaurant or Cafeteria Parking Lot,5300-5399,NORTH,FWY,-,1
2014-12-10,15,Theft,3B50,Grocery Store or Supermarket,4700-4799,AIRLINE,DR,-,1
2014-12-10,19,Theft,3B50,Drug Store or Medical Supply,4300-4399,NORTH,FWY,-,1
2014-12-12,15,Theft,3B50,Grocery Store or Supermarket,4400-4499,NORTH,FWY,-,1
2014-12-07,02,Theft,3B50,Driveway,1200-1299,FIRNAT,-,-,1
2014-12-08,16,Theft,3B50,Grocery Store or Supermarket,100-199,CROSSTIMBERS,-,E,1
2014-12-09,02,Burglary,3B50,"Laundry, Dry Cleaners, Washaterias",UNK,CROSSTIMBERS,-,E,1
2014-12-17,12,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-15,10,Burglary,3B50,Residence or House,7800-7899,HARDY,RD,W,1
2014-12-22,13,Theft,3B50,"Pawn, Resale Shop, or Flea Market",4700-4799,NORTH,FWY,-,1
2014-12-24,16,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-27,22,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-27,16,Robbery,3B50,Liquor Store,4700-4799,AIRLINE,DR,-,1
2014-12-06,08,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-06,09,Auto Theft,3B50,Bar or Night Club Parking Lot,7500-7599,IRVINGTON,BLVD,-,1
2014-12-07,20,Theft,3B50,Apartment Parking Lot,200-299,JULIA,-,-,1
