WARNING *** file size (2752234) not 512 + multiple of sector size (512)
WARNING *** OLE2 inconsistency: SSCS size is 0 but SSAT size is non-zero
Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses,Field11
2010-09-11,08,Burglary,20G10,20A,9200-9299,CLAREWOOD,DR,-,1,
2010-09-10,08,Burglary,7C20,20A,3700-3799,LOS ANGELES,ST,-,1,
2010-09-11,17,Burglary,10H50,20A,3700-3799,BURKETT,ST,-,1,
2010-09-10,09,Burglary,17E20,20A,6900-6999,BEECHNUT,ST,-,1,
2010-09-11,10,Burglary,18F60,20R,9200-9299,BEECHNUT,ST,-,1,
2010-09-11,14,Burglary,13D40,20A,10900-10999,TELEPHONE,RD,-,1,
2010-09-11,23,Burglary,10H40,20R,2800-2899,CHENEVERT,-,-,1,
2010-09-04,23,Burglary,2A60,20A,1700-1799,SEASPRAY,CT,-,1,
2010-09-11,16,Burglary,15E40,20A,1800-1899,EL PASEO,ST,-,1,
2010-09-11,17,Burglary,17E20,20A,8400-8499,NAIRN,-,-,1,
2010-09-12,02,Burglary,24C10,20R,2200-2299,TANGLE LAKE,DR,-,1,
2010-09-11,23,Burglary,6B10,20R,300-399,ROBMORE,-,-,1,
2010-09-11,23,Burglary,17E30,20A,8900-8999,GESSNER,DR,S,1,
2010-09-12,04,Burglary,3B10,05W,3400-3499,LANG,-,-,1,
2010-09-12,03,Burglary,3B10,05Z,6100-6199,PINEMONT,DR,-,1,
2010-09-04,11,Burglary,16E20,20R,2800-2899,WUTHERING HEIGHTS,DR,-,1,
2010-09-11,13,Burglary,2A10,20R,1700-1799,FULTON,ST,-,1,
2010-09-10,18,Burglary,17E40,20V,8200-8299,WINDY DUNES,DR,-,1,
2010-09-08,00,Burglary,14D20,20V,5100-5199,MALLOW,-,-,1,
2010-09-10,23,Burglary,24C40,250,24800-24899,BROAD PINE,DR,-,1,
2010-09-10,18,Burglary,14D10,05W,5900-5999,EASTWOOD,ST,-,1,
2010-09-10,22,Burglary,3B40,20A,4700-4799,YALE,-,-,1,
2010-09-11,06,Burglary,4F20,20R,10000-10099,EMNORA,LN,-,1,
2010-09-10,20,Burglary,14D20,190,3400-3499,CORDER,ST,-,1,
2010-09-11,06,Burglary,19G10,20A,9500-9599,BISSONNET,ST,-,1,
2010-09-10,15,Burglary,6B30,20A,5800-5899,NORTH HOUSTON ROSSLYN,RD,-,1,
2010-09-10,21,Burglary,14D30,20R,5100-5199,BATAAN,RD,-,1,
2010-09-12,03,Burglary,5F30,05C,4300-4399,PINE TIMBERS,-,-,1,
2010-09-12,04,Burglary,5F20,20A,8800-8899,HAMMERLY,-,-,1,
2010-09-11,15,Burglary,19G40,20R,12400-12499,BROOKGLADE,CIR,-,1,
2010-09-12,01,Burglary,19G40,20A,9400-9499,COVENTRY SQUARE,DR,-,1,
2010-09-11,23,Burglary,11H20,080,1800-1899,BROADWAY,ST,-,1,
2010-09-11,21,Burglary,17E20,210,7900-7999,HILLCROFT,-,-,1,
2010-09-11,23,Burglary,11H20,210,1800-1899,BROADWAY,ST,-,1,
2010-09-11,20,Burglary,2A20,040,400-499,WOODARD,-,-,1,
2010-09-11,22,Burglary,5F30,20A,8000-8099,GROW,LN,-,1,
2010-09-10,07,Burglary,17E40,20R,12200-12299,BOB WHITE,DR,-,1,
2010-09-11,22,Burglary,11H20,24C,2600-2699,BROADWAY,ST,-,1,
2010-09-11,15,Burglary,12D20,20R,12100-12199,BEAMER,RD,-,1,
2010-09-11,22,Burglary,12D10,250,8500-8599,MOSLEY,RD,-,1,
2010-09-10,00,Burglary,7C50,20R,6200-6299,VERDE VALLEY,DR,-,1,
2010-09-11,22,Burglary,18F20,080,5000-5099,WESTHEIMER,RD,-,1,
2010-09-11,19,Burglary,19G30,20A,12700-12799,RODEO SQUARE,DR,-,1,
2010-09-12,10,Burglary,6B40,20R,2700-2799,VEGA,-,-,1,
2010-08-02,04,Burglary,13D40,20R,8200-8299,LETTIE,ST,-,1,
2010-09-12,10,Burglary,1A20,20P,700-799,PEDEN,-,-,1,
2010-09-09,14,Burglary,6B60,20A,500-599,SEMINAR,DR,-,1,
2010-09-11,18,Burglary,1A30,20P,1300-1399,ALABAMA,ST,W,1,
2010-09-12,00,Burglary,13D20,20A,8700-8799,BROADWAY,ST,-,1,
2010-09-10,14,Burglary,6B20,20A,1200-1299,TIDWELL,RD,W,1,
2010-09-12,12,Burglary,20G30,20A,11300-11399,RICHMOND,AVE,-,1,
2010-09-11,06,Burglary,14D40,20R,11200-11299,JUTLAND,-,-,1,
2010-09-12,10,Burglary,13D20,20A,8900-8999,BROADWAY,ST,-,1,
2010-09-10,15,Burglary,14D30,20R,5200-5299,WINDEMERE,-,-,1,
2010-09-12,13,Burglary,18F40,20A,8100-8199,RICHMOND,AVE,-,1,
2010-09-12,15,Burglary,12D20,20A,11600-11699,GULF POINTE,DR,N,1,
2010-09-12,13,Burglary,19G50,20A,9800-9899,FORUM PARK,DR,-,1,
2010-09-04,10,Burglary,1A20,20R,100-199,TUAM,-,-,1,
2010-09-12,12,Burglary,2A40,20R,1100-1199,EDWARDS,ST,-,1,
2010-09-11,18,Burglary,2A60,20A,900-999,DURHAM,DR,N,1,
2010-09-10,06,Burglary,6B30,20A,3500-3599,LITTLE YORK,RD,W,1,
2010-09-12,08,Burglary,19G10,20A,7300-7399,CORPORATE,DR,-,1,
2010-09-12,00,Burglary,14D20,20A,4200-4299,WILMINGTON,ST,-,1,
2010-09-12,15,Burglary,17E30,20R,10100-10199,GESSNER,DR,S,1,
2010-09-12,21,Burglary,3B40,040,4100-4199,AIRLINE,DR,-,1,
2010-09-11,11,Burglary,2A30,20A,1000-1099,10TH,ST,W,1,
2010-09-13,00,Burglary,12D20,05O,11500-11599,BEAMER,RD,-,1,
2010-09-12,18,Burglary,4F10,20A,1700-1799,GESSNER,DR,-,1,
2010-09-13,02,Burglary,8C50,070,9800-9899,MESA,DR,-,1,
2010-09-13,03,Burglary,7C10,20A,3100-3199,HARE,ST,-,1,
2010-09-13,01,Burglary,7C10,20R,3400-3499,NANCE,-,-,1,
2010-09-11,05,Burglary,11H30,250,4100-4199,GALVESTON,RD,-,1,
2010-09-10,22,Burglary,1A20,20A,1600-1699,BLUEBONNET PLACE,CIR,-,1,
2010-09-12,18,Burglary,20G60,05O,1100-1199,DAIRY ASHFORD,-,-,1,
2010-09-10,18,Burglary,14D50,05O,13600-13699,WAYSIDE,-,S,1,
2010-09-13,02,Burglary,3B40,23S,4300-4399,AIRLINE,DR,-,1,
2010-09-10,03,Burglary,9C30,05W,11000-11099,BEAUMONT,HWY,-,1,
2010-09-12,17,Burglary,15E10,20A,8900-8999,CHIMNEY ROCK,RD,-,1,
2010-09-12,22,Burglary,10H50,20R,3700-3799,BURKETT,ST,-,1,
2010-09-13,08,Burglary,24C10,20R,1900-1999,LAUREL SPRINGS,LN,-,1,
2010-09-09,00,Burglary,4F10,20R,1500-1599,BUCKMANN,CT,-,1,
2010-09-10,12,Burglary,2A50,05O,8100-8199,WASHINGTON,AVE,-,1,
2010-09-13,09,Burglary,19G40,20R,10100-10199,NEWDALE,DR,-,1,
2010-09-10,18,Burglary,2A50,05Z,8100-8199,WASHINGTON,AVE,-,1,
2010-09-13,08,Burglary,3B30,20R,1200-1299,CHIPPENDALE,RD,-,1,
2010-09-13,09,Burglary,2A60,20R,1400-1499,22ND,ST,W,1,
2010-09-11,14,Burglary,18F50,05W,5700-5799,SAVOY,DR,-,1,
2010-09-13,09,Burglary,2A30,20R,2000-2099,HARVARD,ST,-,1,
2010-09-12,06,Burglary,5F10,05W,11700-11799,TODD,-,-,1,
2010-09-11,17,Burglary,7C20,05F,3600-3699,JENSEN,DR,-,1,
2010-09-12,22,Burglary,10H30,20P,2200-2299,PEASE,-,-,1,
2010-09-12,19,Burglary,17E40,250,12500-12599,FONDREN,RD,-,1,
2010-09-13,10,Burglary,16E40,20R,14400-14499,LONE WILLOW,CT,-,1,
2010-09-11,08,Burglary,2A30,20A,500-599,HEIGHTS,BLVD,-,1,
2010-09-12,18,Burglary,24C30,20R,5700-5799,WOODLAND BROOK,DR,-,1,
2010-09-13,07,Burglary,5F20,20C,8100-8199,AMELIA,RD,-,1,
2010-09-12,20,Burglary,17E40,250,12300-12399,FONDREN,RD,-,1,
2010-08-24,12,Burglary,9C30,21V,9100-9199,NORTH LP E,-,-,1,
2010-09-12,00,Burglary,10H40,20W,1600-1699,HOLMAN,-,-,1,
2010-09-12,18,Burglary,19G30,20C,12800-12899,HIGH STAR,DR,-,1,
2010-08-16,10,Burglary,3B40,20R,3400-3499,ROGERS,-,-,1,
2010-09-10,07,Burglary,17E30,20A,9700-9799,GESSNER,DR,S,1,
2010-09-12,16,Burglary,2A10,20R,4700-4799,MOORE,-,-,1,
2010-09-11,08,Burglary,6B20,25V,200-299,TIDWELL,RD,E,1,
2010-09-07,04,Burglary,6B50,05P,100-199,DYNA,DR,W,1,
2010-09-13,08,Burglary,17E30,20R,9500-9599,AIRPORT,BLVD,W,1,
2010-09-13,11,Burglary,13D20,20R,7200-7299,BRACE,ST,-,1,
2010-09-09,18,Burglary,13D10,190,3100-3199,TILFER,-,-,1,
2010-09-13,11,Burglary,18F40,20A,6500-6599,WESTHEIMER,RD,-,1,
2010-08-23,14,Burglary,24C30,20C,3300-3399,GOLDEN TRAILS,DR,-,1,
2010-09-12,18,Burglary,6B20,20R,6700-6799,ARABELLA,ST,-,1,
2010-09-12,22,Burglary,7C10,20A,5300-5399,COKE,ST,-,1,
2010-09-11,18,Burglary,8C30,20R,7900-7999,FOWLIE,ST,-,1,
2010-09-13,09,Burglary,1A50,20A,3800-3899,CUMMINS,ST,-,1,
2010-09-10,17,Burglary,14D40,250,5600-5699,SELINSKY,-,-,1,
2010-09-11,06,Burglary,14D30,20R,5900-5999,DOULTON,DR,-,1,
2010-09-12,22,Burglary,17E40,24C,8000-8099,AIRPORT,BLVD,W,1,
2010-09-13,02,Burglary,19G20,20R,4100-4199,BAYNARD,DR,-,1,
2010-09-13,13,Burglary,17E30,20R,9000-9099,STERLINGAME,DR,-,1,
2010-09-12,13,Burglary,6B40,20R,1800-1899,FERGUSON,WAY,-,1,
2010-09-12,16,Burglary,11H20,22M,2500-2599,BROADWAY,ST,-,1,
2010-09-13,06,Burglary,19G50,20R,11300-11399,BAYOU PLACE,LN,-,1,
2010-09-10,12,Burglary,17E40,190,11500-11599,CANEMONT,-,-,1,
2010-09-11,18,Burglary,2A10,05L,300-399,NORTH,ST,-,1,
2010-09-13,08,Burglary,5F10,20R,1700-1799,STORY,-,-,1,
2010-09-13,13,Burglary,16E40,20A,14000-14099,FONDREN,RD,-,1,
2010-09-13,11,Burglary,20G80,20A,14900-14999,RICHMOND,AVE,S,1,
2010-09-13,07,Burglary,2A20,20R,2600-2699,CORNELL,ST,-,1,
2010-09-13,07,Burglary,13D20,20R,7200-7299,BRACE,ST,-,1,
2010-09-13,13,Burglary,13D20,20R,6900-6999,EVANS,ST,-,1,
2010-09-13,09,Burglary,3B30,20R,1300-1399,WOODCREST,-,-,1,
2010-09-13,07,Burglary,5F20,20R,9200-9299,OLATHE,-,-,1,
2010-09-13,07,Burglary,14D40,20A,12000-12099,MARTIN LUTHER KING,BLVD,-,1,
2010-09-10,20,Burglary,17E20,20A,8500-8599,NAIRN,-,-,1,
2010-09-13,07,Burglary,20G60,20R,800-899,TULLY,RD,-,1,
2010-09-13,06,Burglary,9C40,20R,600-699,WESTMONT,DR,-,1,
2010-09-13,06,Burglary,15E40,20A,3000-3099,MURWORTH,DR,-,1,
2010-09-13,07,Burglary,10H70,20A,7100-7199,ALMEDA,RD,-,1,
2010-09-13,07,Burglary,9C40,20A,12200-12299,FLEMING,DR,-,1,
2010-09-13,07,Burglary,17E10,250,6600-6699,HORNWOOD,DR,-,1,
2010-09-13,07,Burglary,1A50,20A,3800-3899,CUMMINS,ST,-,1,
2010-09-13,09,Burglary,19G50,20R,11100-11199,WINDMARK,DR,-,1,
2010-09-13,07,Burglary,2A50,20A,300-399,JACKSON HILL,ST,-,1,
2010-09-13,07,Burglary,20G60,20R,14700-14799,BARRYKNOLL,LN,-,1,
2010-09-08,19,Burglary,19G20,20V,11600-11699,ALIEF CLODINE,RD,-,1,
2010-08-30,06,Burglary,9C20,20C,300-399,ZOE,-,-,1,
2010-09-13,06,Burglary,20G60,20R,14700-14799,BARRYKNOLL,LN,-,1,
2010-09-13,12,Burglary,2A50,20A,300-399,JACKSON HILL,ST,-,1,
2010-09-10,08,Burglary,14D20,20A,4700-4799,WENDA,-,-,1,
2010-09-13,13,Burglary,7C50,20A,6000-6099,GREENS,RD,-,1,
2010-09-09,13,Burglary,11H10,20R,7600-7699,ERATH,ST,-,1,
2010-09-13,09,Burglary,6B30,20A,6400-6499,ANTOINE,DR,-,1,
2010-08-25,00,Burglary,1A20,20A,1000-1099,ROSINE,-,-,1,
2010-09-13,20,Burglary,17E10,20A,6600-6699,DUNLAP,ST,-,1,
2010-09-13,20,Burglary,1A50,20R,3700-3799,WESTERMAN,-,-,1,
2010-09-13,20,Burglary,20G50,20C,800-899,WAX MYRTLE,-,-,1,
2010-09-09,08,Burglary,16E40,20R,4500-4599,RIPPLE RIDGE,DR,N,1,
2010-09-13,09,Burglary,19G10,20A,9300-9399,WOODFAIR,DR,-,1,
2010-09-13,21,Burglary,5F40,20A,8400-8499,WILLOW PLACE,DR,N,1,
2010-09-13,06,Burglary,2A30,20A,2100-2199,YALE,-,-,1,
2010-09-13,21,Burglary,18F50,250,3700-3799,FONDREN,RD,-,1,
2010-09-13,14,Burglary,11H20,20R,7800-7899,WILLIFORD,-,-,1,
2010-09-13,12,Burglary,1A50,20A,4400-4499,WESTHEIMER,RD,-,1,
2010-09-13,12,Burglary,14D20,20R,5300-5399,PEDERSON,-,-,1,
2010-09-13,23,Burglary,13D30,23S,8200-8299,TELEPHONE,RD,-,1,
2010-09-13,20,Burglary,6B10,080,6300-6399,AIRLINE,DR,-,1,
2010-09-14,05,Burglary,1A30,20R,1400-1499,MARYLAND,-,-,1,
2010-09-14,03,Burglary,19G40,070,12200-12299,DAIRY ASHFORD,-,S,1,
2010-09-13,17,Burglary,5F30,05W,10600-10699,LITTLE YORK,RD,W,1,
2010-09-12,18,Burglary,2A60,05Z,1200-1299,20TH,ST,W,1,
2010-09-14,07,Burglary,17E10,20A,6500-6599,DUNLAP,ST,-,1,
2010-09-05,15,Burglary,20G70,20A,12700-12799,BRANT ROCK,DR,-,1,
2010-09-13,18,Burglary,16E40,20R,6200-6299,PRESIDIO,DR,-,1,
2010-09-13,21,Burglary,1A20,250,200-299,WELCH,-,-,1,
2010-09-13,17,Burglary,19G50,250,10200-10299,FORUM WEST,DR,-,1,
2010-09-13,02,Burglary,2A20,20A,1300-1399,ARMSTEAD,ST,-,1,
2010-09-14,09,Burglary,12D40,20R,12000-12099,SHERRILL,DR,-,1,
2010-09-13,19,Burglary,20G60,05E,900-999,ELDRIDGE,PKWY,N,1,
2010-09-13,10,Burglary,UNK,20V,10900-10999,AVON BROOK,-,-,1,
2010-09-14,12,Burglary,16E40,20R,5600-5699,MELANITE,AVE,-,1,
2010-09-13,00,Burglary,19G30,20C,7200-7299,COOK,RD,-,1,
2010-09-14,12,Burglary,8C50,20A,9000-9099,STERLINGSHIRE,ST,-,1,
2010-09-14,12,Burglary,10H80,20R,5000-5099,TRAVIS,ST,-,1,
2010-09-13,08,Burglary,20G80,20G,1900-1999,ELDRIDGE,PKWY,-,1,
2010-09-14,05,Burglary,12D10,20A,10900-10999,GULF,FWY,-,1,
2010-09-13,18,Burglary,10H50,20A,3700-3799,ANITA,ST,-,1,
2010-09-14,11,Burglary,3B30,20R,700-799,41ST,ST,W,1,
2010-09-14,08,Burglary,4F20,20A,3100-3199,CRESTDALE,DR,-,1,
2010-09-14,08,Burglary,19G10,20A,9400-9499,WEST SAM HOUSTON,PKWY,S,1,
2010-09-14,09,Burglary,15E40,20A,1300-1399,OLD SPANISH,TRL,-,1,
2010-09-14,07,Burglary,20G30,20A,10900-10999,MEADOWGLEN,LN,-,1,
2010-09-14,06,Burglary,16E40,20R,4500-4599,RIPPLE RIDGE,DR,N,1,
2010-09-06,12,Burglary,7C10,09P,4100-4199,LYONS,-,-,1,
2010-08-31,14,Burglary,7C20,20R,4900-4999,KASHMERE,-,-,1,
2010-09-14,06,Burglary,10H80,20A,2200-2299,MARONEAL,-,-,1,
2010-09-14,15,Burglary,10H40,05V,2200-2299,MAIN,ST,-,1,
2010-09-14,05,Burglary,13D20,20A,8900-8999,GLENCREST,ST,-,1,
2010-09-14,08,Burglary,19G10,20A,7700-7799,CORPORATE,DR,-,1,
2010-09-14,07,Burglary,19G20,20R,11400-11499,SHARPCREST,-,-,1,
2010-09-14,08,Burglary,1A20,20P,2500-2599,VAN BUREN,-,-,1,
2010-09-08,18,Burglary,7C40,250,10600-10699,FOY,LN,-,1,
2010-09-14,04,Burglary,11H10,20A,7000-7099,SHERMAN,-,-,1,
2010-09-14,11,Burglary,7C20,20R,2600-2699,RALSTON,ST,-,1,
2010-09-14,06,Burglary,2A50,20C,500-599,JACKSON HILL,ST,-,1,
2010-09-14,17,Burglary,17E10,20A,6700-6799,DE MOSS,DR,-,1,
2010-09-14,07,Burglary,6B60,20A,13700-13799,CAMBURY,DR,-,1,
2010-09-14,05,Burglary,20G10,20A,10000-10099,WESTPARK,-,-,1,
2010-09-14,08,Burglary,10H80,20A,2200-2299,MARONEAL,-,-,1,
2010-09-14,06,Burglary,18F20,20A,2300-2399,SAGE,RD,-,1,
2010-09-14,06,Burglary,8C10,20R,4900-4999,FITCH,-,-,1,
2010-09-14,08,Burglary,20G40,20A,11700-11799,SOUTHLAKE,DR,-,1,
2010-09-14,07,Burglary,5F20,20R,9200-9299,LARSTON,-,-,1,
2010-09-14,12,Burglary,2A50,20C,500-599,JACKSON HILL,ST,-,1,
2010-09-13,12,Burglary,6B20,20R,400-499,TROY,RD,W,1,
2010-09-13,21,Burglary,20G10,20A,9700-9799,MEADOWGLEN,LN,-,1,
2010-09-14,17,Burglary,1A10,210,900-999,MCKINNEY,ST,-,1,
2010-09-12,10,Burglary,10H30,20A,2200-2299,DALLAS,ST,-,1,
2010-09-14,22,Burglary,20G30,20A,2800-2899,WALNUT BEND,LN,-,1,
2010-09-14,09,Burglary,17E10,20A,5900-5999,GLENMONT,DR,-,1,
2010-09-14,06,Burglary,7C50,20A,6200-6299,GREENS,RD,-,1,
2010-09-14,18,Burglary,15E40,20A,1800-1899,EL PASEO,ST,-,1,
2010-09-14,22,Burglary,8C60,20R,10500-10599,ONSLOW,-,-,1,
2010-09-14,07,Burglary,2A50,20A,500-599,JACKSON HILL,ST,-,1,
2010-09-14,09,Burglary,2A10,20A,2300-2399,MCKEE,ST,-,1,
2010-09-15,02,Burglary,18F60,240,8800-8899,BELLAIRE,BLVD,-,1,
2010-09-15,03,Burglary,2A30,20D,700-799,6TH 1/2,ST,E,1,
2010-09-15,03,Burglary,1A20,240,100-199,GRAY,-,W,1,
2010-09-15,04,Burglary,5F30,250,6500-6599,HOLLISTER,-,-,1,
2010-09-15,06,Burglary,5F30,05R,8300-8399,TIDWELL,RD,W,1,
2010-09-14,23,Burglary,12D20,070,12000-12099,BEAMER,RD,-,1,
2010-09-14,21,Burglary,17E10,05O,5800-5899,SOUTHWEST,FWY,-,1,
2010-09-14,17,Burglary,7C30,05C,9100-9199,FRIENDLY,RD,-,1,
2010-09-15,00,Burglary,6B30,070,3400-3499,LITTLE YORK,RD,W,1,
2010-09-14,07,Burglary,18F20,05C,5600-5699,WESTHEIMER,RD,-,1,
2010-09-14,17,Burglary,13D20,20A,4000-4099,BROADWAY,ST,-,1,
2010-09-10,04,Burglary,2A50,20C,500-599,JACKSON HILL,ST,-,1,
2010-09-14,17,Burglary,7C30,20R,9700-9799,TATOM,-,-,1,
2010-09-14,12,Burglary,5F40,20A,12300-12399,GESSNER,DR,N,1,
2010-09-14,07,Burglary,10H80,20A,2200-2299,MARONEAL,-,-,1,
2010-09-14,13,Burglary,16E40,20A,16600-16699,RIPPLE RIDGE,DR,E,1,
2010-09-13,10,Burglary,UNK,20V,10900-10999,AVON BROOK,-,-,1,
2010-09-14,11,Burglary,8C40,20R,9900-9999,VALLEY MILL,CT,-,1,
2010-09-14,11,Burglary,15E10,20G,5000-5099,HEATHERGLEN,DR,-,1,
2010-09-12,17,Burglary,2A20,040,400-499,WOODARD,-,-,1,
2010-06-27,06,Burglary,20G10,20A,3600-3699,WOODCHASE,-,-,1,
2010-09-14,11,Burglary,7C40,20R,10400-10499,EXETER,ST,-,1,
2010-09-14,10,Burglary,20G70,20R,3400-3499,CHADWELL GLEN,LN,-,1,
2010-09-14,10,Burglary,17E10,20A,6600-6699,HILLCROFT,-,-,1,
2010-09-14,06,Burglary,5F20,20A,8800-8899,HAMMERLY,-,-,1,
2010-09-14,10,Burglary,20G70,20R,12900-12999,SANDRI,LN,-,1,
2010-09-14,08,Burglary,20G50,20R,0-99,GESSNER,DR,-,1,
2010-09-13,20,Burglary,18F60,05R,8100-8199,BELLAIRE,BLVD,-,1,
2010-09-12,00,Burglary,4F10,190,1000-1099,GESSNER,DR,-,1,
2010-07-01,12,Burglary,7C10,20A,2000-2099,WEST,ST,-,1,
2010-09-14,10,Burglary,13D20,20R,7100-7199,DILLON,ST,-,1,
2010-09-13,22,Burglary,8C10,120,5700-5799,TIDWELL,RD,-,1,
2010-09-14,09,Burglary,18F60,20A,8100-8199,BELLAIRE,BLVD,-,1,
2010-09-14,11,Burglary,3B40,05W,300-399,BURRESS,ST,E,1,
2010-09-13,18,Burglary,13D10,05E,6100-6199,LONG,DR,-,1,
2010-09-09,15,Burglary,14D20,250,4300-4399,SUNFLOWER,-,-,1,
2010-09-14,09,Burglary,8C60,20R,8100-8199,NARROW BROOK,WAY,-,1,
2010-09-10,18,Burglary,20G50,20R,12400-12499,PEBBLEBROOK,DR,-,1,
2010-09-13,08,Burglary,1A50,080,3700-3799,ALABAMA,ST,W,1,
2010-09-13,18,Burglary,18F50,05E,3700-3799,CROSSVIEW,DR,-,1,
2010-09-13,18,Burglary,11H50,05C,7700-7799,MOSLEY,RD,-,1,
2010-09-14,17,Burglary,8C50,250,8600-8699,STERLINGSHIRE,ST,-,1,
2010-09-14,18,Burglary,17E10,09R,5800-5899,SOUTHWEST,FWY,-,1,
2010-09-15,02,Burglary,13D20,20A,4000-4099,BROADWAY,ST,-,1,
2010-09-14,10,Burglary,12D10,20A,9400-9499,EDGEBROOK,DR,-,1,
2010-09-14,22,Burglary,18F20,05C,5600-5699,WESTHEIMER,RD,-,1,
2010-09-14,18,Burglary,17E10,05C,7000-7099,HILLCROFT,-,-,1,
2010-09-14,20,Burglary,7C40,20P,10800-10899,BENTLEY,RD,-,1,
2010-09-15,07,Burglary,17E20,20A,8800-8899,FONDREN,RD,-,1,
2010-09-15,10,Burglary,19G40,20R,9900-9999,PARKVALE,DR,-,1,
2010-09-15,07,Burglary,16E30,20R,14000-14099,CROQUET,LN,-,1,
2010-09-15,11,Burglary,4F20,20A,3100-3199,CRESTDALE,DR,-,1,
2010-09-15,12,Burglary,6B30,20R,6700-6799,HAMPDEN POINT,CT,-,1,
2010-09-15,09,Burglary,13D20,20A,7900-7999,BELLFORT,ST,-,1,
2010-09-15,13,Burglary,10H50,20V,3000-3099,WEBSTER,-,-,1,
2010-09-09,03,Burglary,4F30,080,1000-1099,HWY 6,-,N,1,
2010-09-15,08,Burglary,11H30,20A,8500-8599,WINKLER,DR,-,1,
2010-09-15,07,Burglary,18F40,20A,8100-8199,RICHMOND,AVE,-,1,
2010-09-10,23,Burglary,19G10,20A,9400-9499,CONCOURSE,DR,-,1,
2010-09-15,10,Burglary,20G20,20A,600-699,WEST SAM HOUSTON,PKWY,S,1,
2010-08-10,15,Burglary,18F50,20A,7600-7699,MOONMIST,DR,-,1,
2010-09-09,02,Burglary,20G30,20A,10900-10999,MEADOWGLEN,LN,-,1,
2010-09-15,14,Burglary,19G30,20A,6700-6799,DAIRY ASHFORD,-,S,1,
2010-09-15,11,Burglary,6B10,20R,1200-1299,MITCHELL,RD,-,1,
2010-09-14,17,Burglary,14D30,20R,5900-5999,RIDGEWAY,DR,-,1,
2010-09-15,07,Burglary,19G10,20A,9300-9399,WOODFAIR,DR,-,1,
2010-09-15,07,Burglary,18F40,20A,3000-3099,DUNVALE,RD,-,1,
2010-08-31,00,Burglary,6B40,18O,9000-9099,NORTH,FWY,-,1,
2010-09-15,13,Burglary,19G50,20A,9800-9899,WEST SAM HOUSTON,PKWY,S,1,
2010-09-15,08,Burglary,2A10,20R,2000-2099,MAURY,-,-,1,
2010-08-15,10,Burglary,16E40,20P,5400-5499,RIDGE WIND,LN,-,1,
2010-09-15,12,Burglary,7C30,20A,7400-7499,SCHULLER,RD,-,1,
2010-09-08,02,Burglary,1A20,210,1100-1199,SHEPHERD,DR,S,1,
2010-09-15,07,Burglary,6B50,20A,16200-16299,IMPERIAL VALLEY,DR,-,1,
2010-09-15,08,Burglary,13D20,20A,8700-8799,BROADWAY,ST,-,1,
2010-09-15,06,Burglary,6B50,20R,300-399,COUNTY FAIR,DR,-,1,
2010-09-15,10,Burglary,18F60,20A,9500-9599,BEECHNUT,ST,-,1,
2010-09-14,07,Burglary,9C10,20R,400-499,CAROLINA,ST,N,1,
2010-09-13,13,Burglary,3B40,20V,400-499,WHITNEY,-,E,1,
2010-09-15,13,Burglary,1A50,20A,3600-3699,RICHMOND,AVE,-,1,
2010-09-15,08,Burglary,15E10,20A,8900-8999,BRAESMONT,DR,-,1,
2010-09-15,05,Burglary,7C40,20R,4700-4799,PARKER,RD,-,1,
2010-09-15,07,Burglary,14D40,20R,12000-12099,MARTIN LUTHER KING,BLVD,-,1,
2010-09-14,17,Burglary,10H60,20G,2400-2499,BINZ,ST,-,1,
2010-09-15,17,Burglary,15E20,20R,5100-5199,GRASILLA,DR,-,1,
2010-09-15,13,Burglary,6B30,20A,5300-5399,GULF BANK,RD,W,1,
2010-09-15,09,Burglary,1A30,20A,4400-4499,WOODHEAD,-,-,1,
2010-09-15,05,Burglary,19G10,20A,8300-8399,CINNAMON,LN,-,1,
2010-09-15,13,Burglary,15E10,20A,8800-8899,CHIMNEY ROCK,RD,-,1,
2010-09-15,06,Burglary,6B30,20A,5500-5599,HOLLY VIEW,DR,-,1,
2010-09-15,19,Burglary,8C20,20R,6700-6799,FINCH,ST,-,1,
2010-09-15,12,Burglary,20G20,20R,10100-10199,INWOOD,-,-,1,
2010-09-14,19,Burglary,9C20,20G,900-999,KRESS,-,-,1,
2010-09-14,19,Burglary,2A10,20R,1500-1599,WEISS,-,-,1,
2010-07-20,16,Burglary,2A40,20A,3000-3099,MEMORIAL,CT,-,1,
2010-09-15,06,Burglary,10H20,20P,1500-1599,DUMBLE,ST,-,1,
2010-09-15,18,Burglary,20G30,20A,12000-12099,RICHMOND,AVE,-,1,
2010-09-15,10,Burglary,19G10,20A,8300-8399,CINNAMON,LN,-,1,
2010-09-15,23,Burglary,2A20,20G,700-799,ENID,ST,-,1,
2010-09-16,00,Burglary,3B50,20R,7800-7899,MELROSE,-,-,1,
2010-09-15,22,Burglary,24C10,250,2000-2099,SHADOW ROCK,DR,-,1,
2010-09-16,01,Burglary,17E30,05X,10400-10499,SOUTHWEST,FWY,-,1,
2010-09-16,04,Burglary,9C40,070,400-499,MAXEY,RD,-,1,
2010-09-16,04,Burglary,15E20,23S,10700-10799,POST OAK,RD,S,1,
2010-09-15,23,Burglary,1A30,20R,1500-1599,HAROLD,ST,-,1,
2010-09-16,04,Burglary,18F60,20A,6500-6599,GESSNER,DR,S,1,
